Id,Label
1,72
2,55
3,64
4,44
5,11
6,05
7,27
8,70
9,72
10,80
11,59
12,93
13,92
14,88
15,90
16,17
17,38
18,41
19,09
20,53
21,69
22,98
23,98
24,12
25,33
26,17
27,03
28,76
29,35
30,33
31,82
32,23
33,94
34,44
35,99
36,32
37,98
38,62
39,84
40,58
41,47
42,92
43,69
44,58
45,11
46,47
47,45
48,44
49,68
50,41
51,31
52,95
53,28
54,78
55,34
56,18
57,06
58,85
59,97
60,08
61,58
62,56
63,36
64,00
65,65
66,71
67,62
68,91
69,57
70,69
71,03
72,01
73,87
74,69
75,62
76,45
77,93
78,13
79,03
80,60
81,44
82,16
83,18
84,42
85,07
86,19
87,41
88,02
89,64
90,95
91,20
92,82
93,94
94,85
95,52
96,23
97,21
98,40
99,35
100,74
101,74
102,04
103,49
104,37
105,10
106,34
107,75
108,30
109,67
110,85
111,27
112,69
113,80
114,70
115,08
116,60
117,79
118,33
119,94
120,77
121,06
122,57
123,01
124,07
125,19
126,08
127,28
128,07
129,87
130,28
131,71
132,32
133,11
134,05
135,94
136,51
137,82
138,61
139,00
140,93
141,10
142,06
143,47
144,68
145,44
146,23
147,82
148,75
149,09
150,25
151,42
152,52
153,57
154,22
155,19
156,88
157,99
158,70
159,69
160,62
161,78
162,34
163,19
164,22
165,11
166,73
167,54
168,91
169,59
170,93
171,07
172,66
173,10
174,30
175,46
176,87
177,91
178,94
179,64
180,99
181,07
182,22
183,26
184,58
185,60
186,26
187,99
188,27
189,97
190,52
191,76
192,94
193,51
194,38
195,58
196,56
197,85
198,85
199,44
200,35
201,84
202,69
203,51
204,60
205,01
206,18
207,97
208,85
209,28
210,02
211,84
212,84
213,13
214,39
215,11
216,77
217,26
218,72
219,39
220,81
221,06
222,40
223,99
224,95
225,63
226,16
227,71
228,81
229,46
230,85
231,37
232,28
233,52
234,17
235,59
236,80
237,91
238,72
239,60
240,06
241,80
242,77
243,58
244,12
245,11
246,43
247,09
248,23
249,44
250,28
251,72
252,71
253,01
254,01
255,64
256,59
257,51
258,27
259,02
260,34
261,03
262,96
263,95
264,70
265,69
266,27
267,01
268,85
269,36
270,07
271,84
272,32
273,26
274,81
275,95
276,87
277,35
278,10
279,02
280,12
281,68
282,60
283,06
284,14
285,92
286,01
287,96
288,33
289,77
290,58
291,06
292,08
293,97
294,80
295,31
296,20
297,56
298,65
299,11
300,33
301,76
302,24
303,69
304,01
305,59
306,93
307,03
308,97
309,88
310,93
311,29
312,25
313,51
314,30
315,44
316,48
317,11
318,34
319,82
320,49
321,60
322,49
323,96
324,72
325,74
326,44
327,00
328,45
329,27
330,65
331,92
332,51
333,81
334,56
335,61
336,81
337,09
338,83
339,58
340,44
341,74
342,51
343,53
344,50
345,45
346,16
347,81
348,02
349,11
350,92
351,90
352,83
353,13
354,22
355,18
356,57
357,82
358,58
359,46
360,82
361,91
362,41
363,79
364,97
365,39
366,11
367,10
368,78
369,00
370,52
371,15
372,67
373,92
374,73
375,43
376,93
377,79
378,45
379,79
380,75
381,71
382,05
383,05
384,46
385,35
386,89
387,06
388,89
389,45
390,57
391,88
392,51
393,87
394,51
395,99
396,06
397,86
398,33
399,74
400,76
401,19
402,08
403,93
404,59
405,30
406,11
407,57
408,65
409,55
410,28
411,92
412,50
413,72
414,61
415,82
416,74
417,22
418,96
419,62
420,34
421,70
422,73
423,10
424,83
425,87
426,01
427,92
428,64
429,79
430,73
431,65
432,06
433,86
434,19
435,99
436,90
437,98
438,00
439,00
440,03
441,91
442,62
443,49
444,38
445,68
446,87
447,08
448,18
449,99
450,26
451,87
452,25
453,50
454,72
455,91
456,94
457,72
458,60
459,51
460,31
461,88
462,74
463,27
464,18
465,52
466,89
467,27
468,33
469,88
470,00
471,53
472,01
473,91
474,62
475,41
476,50
477,45
478,02
479,83
480,90
481,86
482,81
483,57
484,83
485,53
486,36
487,04
488,61
489,16
490,45
491,63
492,74
493,45
494,81
495,28
496,31
497,81
498,92
499,97
500,88
501,96
502,22
503,96
504,04
505,48
506,68
507,42
508,13
509,58
510,72
511,34
512,55
513,57
514,90
515,38
516,39
517,04
518,19
519,20
520,93
521,37
522,67
523,58
524,13
525,01
526,48
527,54
528,35
529,46
530,78
531,98
532,22
533,40
534,66
535,31
536,14
537,30
538,16
539,75
540,62
541,72
542,41
543,23
544,20
545,88
546,69
547,80
548,57
549,25
550,28
551,02
552,84
553,85
554,31
555,72
556,68
557,86
558,19
559,64
560,00
561,38
562,93
563,85
564,39
565,30
566,75
567,41
568,34
569,41
570,42
571,30
572,72
573,27
574,02
575,36
576,61
577,36
578,16
579,41
580,49
581,66
582,18
583,55
584,75
585,06
586,19
587,59
588,16
589,17
590,30
591,47
592,83
593,94
594,61
595,11
596,65
597,86
598,08
599,02
600,89
601,63
602,21
603,70
604,74
605,76
606,25
607,92
608,63
609,39
610,48
611,21
612,13
613,17
614,93
615,04
616,55
617,11
618,11
619,01
620,86
621,93
622,85
623,76
624,22
625,55
626,81
627,21
628,59
629,76
630,23
631,36
632,09
633,36
634,36
635,53
636,76
637,16
638,50
639,00
640,78
641,83
642,24
643,96
644,68
645,69
646,11
647,87
648,85
649,88
650,01
651,99
652,52
653,88
654,70
655,78
656,26
657,56
658,05
659,35
660,52
661,17
662,62
663,93
664,00
665,93
666,40
667,82
668,55
669,91
670,19
671,21
672,32
673,38
674,15
675,70
676,06
677,32
678,19
679,32
680,32
681,40
682,62
683,21
684,74
685,40
686,05
687,64
688,88
689,28
690,26
691,14
692,66
693,33
694,14
695,79
696,67
697,79
698,47
699,73
700,15
701,26
702,97
703,15
704,87
705,63
706,31
707,90
708,11
709,30
710,50
711,58
712,14
713,80
714,15
715,30
716,68
717,58
718,16
719,57
720,17
721,86
722,28
723,78
724,31
725,29
726,79
727,76
728,67
729,51
730,56
731,49
732,04
733,28
734,33
735,45
736,68
737,13
738,11
739,86
740,54
741,62
742,09
743,86
744,44
745,13
746,39
747,52
748,64
749,84
750,34
751,14
752,18
753,97
754,57
755,46
756,58
757,25
758,38
759,75
760,07
761,46
762,85
763,08
764,12
765,81
766,32
767,18
768,34
769,86
770,04
771,55
772,42
773,54
774,37
775,17
776,55
777,76
778,57
779,86
780,39
781,80
782,00
783,33
784,26
785,51
786,47
787,11
788,17
789,22
790,21
791,80
792,00
793,64
794,14
795,93
796,14
797,10
798,95
799,92
800,46
801,72
802,25
803,88
804,59
805,11
806,40
807,02
808,17
809,66
810,57
811,24
812,61
813,42
814,79
815,97
816,64
817,89
818,48
819,57
820,20
821,17
822,80
823,64
824,03
825,30
826,95
827,76
828,65
829,12
830,58
831,20
832,40
833,65
834,13
835,78
836,11
837,33
838,86
839,32
840,51
841,49
842,52
843,69
844,75
845,81
846,67
847,98
848,53
849,67
850,51
851,08
852,65
853,02
854,33
855,48
856,83
857,37
858,80
859,01
860,63
861,22
862,09
863,57
864,82
865,19
866,56
867,62
868,10
869,74
870,93
871,61
872,09
873,14
874,68
875,42
876,11
877,11
878,43
879,02
880,54
881,41
882,46
883,37
884,18
885,46
886,55
887,00
888,34
889,26
890,22
891,60
892,04
893,68
894,75
895,02
896,24
897,64
898,64
899,57
900,20
901,74
902,71
903,37
904,85
905,47
906,95
907,07
908,13
909,63
910,26
911,43
912,81
913,45
914,76
915,66
916,12
917,11
918,84
919,87
920,00
921,81
922,97
923,25
924,46
925,56
926,66
927,72
928,68
929,15
930,37
931,56
932,23
933,32
934,44
935,26
936,71
937,39
938,14
939,85
940,73
941,51
942,16
943,02
944,03
945,01
946,46
947,14
948,37
949,04
950,50
951,64
952,16
953,35
954,18
955,24
956,17
957,81
958,96
959,31
960,86
961,97
962,60
963,72
964,87
965,09
966,65
967,87
968,66
969,63
970,36
971,95
972,10
973,31
974,39
975,26
976,15
977,21
978,80
979,56
980,04
981,33
982,43
983,28
984,82
985,12
986,31
987,51
988,71
989,73
990,44
991,06
992,77
993,23
994,98
995,35
996,88
997,69
998,91
999,91
1000,41
1001,40
1002,39
1003,31
1004,19
1005,32
1006,39
1007,53
1008,86
1009,83
1010,95
1011,55
1012,79
1013,03
1014,24
1015,74
1016,33
1017,27
1018,25
1019,17
1020,28
1021,97
1022,25
1023,78
1024,68
1025,03
1026,82
1027,48
1028,50
1029,08
1030,87
1031,22
1032,10
1033,57
1034,94
1035,75
1036,71
1037,37
1038,71
1039,56
1040,08
1041,77
1042,83
1043,36
1044,03
1045,53
1046,50
1047,12
1048,60
1049,70
1050,49
1051,45
1052,36
1053,54
1054,89
1055,46
1056,26
1057,80
1058,29
1059,60
1060,15
1061,72
1062,52
1063,54
1064,83
1065,61
1066,80
1067,82
1068,28
1069,95
1070,61
1071,48
1072,19
1073,26
1074,49
1075,21
1076,84
1077,19
1078,85
1079,63
1080,63
1081,62
1082,81
1083,90
1084,60
1085,48
1086,89
1087,42
1088,55
1089,69
1090,51
1091,95
1092,47
1093,76
1094,87
1095,13
1096,77
1097,00
1098,08
1099,19
1100,30
1101,72
1102,68
1103,49
1104,24
1105,85
1106,66
1107,73
1108,72
1109,08
1110,07
1111,83
1112,81
1113,56
1114,44
1115,63
1116,87
1117,63
1118,65
1119,79
1120,99
1121,19
1122,54
1123,09
1124,37
1125,03
1126,13
1127,26
1128,93
1129,97
1130,48
1131,72
1132,88
1133,95
1134,87
1135,89
1136,50
1137,20
1138,69
1139,64
1140,31
1141,28
1142,07
1143,10
1144,83
1145,51
1146,79
1147,81
1148,39
1149,73
1150,97
1151,50
1152,91
1153,72
1154,37
1155,30
1156,23
1157,00
1158,66
1159,96
1160,21
1161,49
1162,49
1163,29
1164,17
1165,62
1166,35
1167,55
1168,18
1169,66
1170,83
1171,92
1172,10
1173,42
1174,30
1175,54
1176,41
1177,27
1178,63
1179,44
1180,60
1181,13
1182,03
1183,02
1184,86
1185,72
1186,92
1187,31
1188,81
1189,11
1190,33
1191,06
1192,57
1193,78
1194,08
1195,67
1196,09
1197,99
1198,61
1199,74
1200,44
1201,14
1202,04
1203,70
1204,02
1205,03
1206,20
1207,98
1208,94
1209,01
1210,83
1211,98
1212,61
1213,58
1214,31
1215,46
1216,62
1217,42
1218,52
1219,83
1220,38
1221,25
1222,58
1223,72
1224,13
1225,02
1226,12
1227,01
1228,92
1229,92
1230,22
1231,70
1232,29
1233,14
1234,70
1235,17
1236,86
1237,84
1238,18
1239,40
1240,79
1241,69
1242,46
1243,94
1244,80
1245,85
1246,13
1247,72
1248,34
1249,24
1250,32
1251,77
1252,69
1253,04
1254,55
1255,71
1256,40
1257,07
1258,67
1259,49
1260,62
1261,18
1262,16
1263,92
1264,84
1265,81
1266,70
1267,78
1268,63
1269,87
1270,71
1271,91
1272,68
1273,43
1274,37
1275,54
1276,46
1277,54
1278,87
1279,53
1280,41
1281,81
1282,32
1283,27
1284,61
1285,86
1286,34
1287,41
1288,68
1289,21
1290,78
1291,22
1292,55
1293,44
1294,02
1295,36
1296,96
1297,79
1298,56
1299,55
1300,57
1301,04
1302,37
1303,57
1304,61
1305,85
1306,88
1307,62
1308,69
1309,09
1310,04
1311,23
1312,87
1313,97
1314,79
1315,34
1316,75
1317,27
1318,02
1319,60
1320,66
1321,23
1322,07
1323,45
1324,04
1325,13
1326,80
1327,97
1328,02
1329,86
1330,40
1331,98
1332,10
1333,60
1334,67
1335,12
1336,59
1337,43
1338,36
1339,23
1340,75
1341,90
1342,41
1343,37
1344,48
1345,61
1346,24
1347,17
1348,63
1349,74
1350,84
1351,19
1352,26
1353,40
1354,64
1355,06
1356,13
1357,01
1358,38
1359,23
1360,51
1361,97
1362,70
1363,31
1364,78
1365,26
1366,01
1367,99
1368,59
1369,78
1370,77
1371,37
1372,15
1373,25
1374,39
1375,32
1376,61
1377,75
1378,99
1379,46
1380,33
1381,02
1382,13
1383,77
1384,50
1385,03
1386,37
1387,34
1388,34
1389,81
1390,72
1391,13
1392,08
1393,00
1394,60
1395,89
1396,53
1397,88
1398,52
1399,16
1400,89
1401,86
1402,97
1403,84
1404,43
1405,18
1406,42
1407,27
1408,21
1409,90
1410,54
1411,47
1412,64
1413,67
1414,24
1415,74
1416,72
1417,55
1418,34
1419,88
1420,80
1421,58
1422,89
1423,19
1424,88
1425,18
1426,62
1427,32
1428,81
1429,76
1430,55
1431,58
1432,72
1433,81
1434,43
1435,10
1436,32
1437,78
1438,72
1439,16
1440,20
1441,24
1442,36
1443,05
1444,11
1445,15
1446,57
1447,24
1448,63
1449,48
1450,92
1451,30
1452,73
1453,62
1454,19
1455,66
1456,58
1457,24
1458,31
1459,29
1460,43
1461,82
1462,37
1463,08
1464,83
1465,45
1466,77
1467,71
1468,85
1469,50
1470,33
1471,79
1472,09
1473,45
1474,81
1475,17
1476,11
1477,40
1478,15
1479,59
1480,21
1481,52
1482,12
1483,64
1484,75
1485,74
1486,78
1487,63
1488,10
1489,16
1490,30
1491,12
1492,86
1493,63
1494,81
1495,48
1496,33
1497,18
1498,95
1499,33
1500,79
1501,43
1502,36
1503,93
1504,27
1505,66
1506,20
1507,73
1508,33
1509,05
1510,31
1511,09
1512,55
1513,58
1514,54
1515,09
1516,84
1517,41
1518,94
1519,44
1520,58
1521,61
1522,95
1523,13
1524,29
1525,78
1526,57
1527,84
1528,48
1529,17
1530,37
1531,22
1532,29
1533,66
1534,81
1535,91
1536,38
1537,53
1538,74
1539,86
1540,59
1541,24
1542,45
1543,91
1544,52
1545,74
1546,62
1547,13
1548,79
1549,42
1550,53
1551,26
1552,92
1553,12
1554,47
1555,66
1556,29
1557,55
1558,17
1559,70
1560,94
1561,31
1562,32
1563,51
1564,07
1565,27
1566,24
1567,78
1568,94
1569,85
1570,59
1571,97
1572,88
1573,43
1574,81
1575,47
1576,96
1577,65
1578,47
1579,39
1580,90
1581,64
1582,42
1583,88
1584,40
1585,66
1586,12
1587,21
1588,48
1589,70
1590,16
1591,09
1592,90
1593,39
1594,18
1595,02
1596,96
1597,92
1598,17
1599,73
1600,20
1601,27
1602,91
1603,60
1604,29
1605,76
1606,97
1607,41
1608,42
1609,00
1610,21
1611,88
1612,21
1613,34
1614,03
1615,91
1616,38
1617,72
1618,27
1619,57
1620,94
1621,03
1622,69
1623,32
1624,02
1625,61
1626,77
1627,02
1628,78
1629,09
1630,01
1631,93
1632,79
1633,08
1634,91
1635,07
1636,75
1637,89
1638,03
1639,00
1640,58
1641,79
1642,88
1643,45
1644,08
1645,19
1646,61
1647,55
1648,71
1649,64
1650,30
1651,02
1652,64
1653,35
1654,38
1655,00
1656,17
1657,58
1658,47
1659,01
1660,47
1661,40
1662,51
1663,66
1664,53
1665,62
1666,47
1667,33
1668,14
1669,86
1670,93
1671,01
1672,26
1673,21
1674,37
1675,24
1676,51
1677,13
1678,01
1679,53
1680,88
1681,04
1682,35
1683,48
1684,50
1685,06
1686,71
1687,26
1688,23
1689,12
1690,10
1691,89
1692,20
1693,60
1694,55
1695,27
1696,07
1697,45
1698,21
1699,24
1700,25
1701,01
1702,67
1703,36
1704,09
1705,60
1706,48
1707,94
1708,74
1709,67
1710,33
1711,29
1712,99
1713,97
1714,85
1715,73
1716,65
1717,64
1718,27
1719,16
1720,39
1721,11
1722,52
1723,12
1724,96
1725,00
1726,10
1727,14
1728,89
1729,63
1730,38
1731,76
1732,20
1733,51
1734,33
1735,37
1736,36
1737,56
1738,13
1739,33
1740,41
1741,34
1742,16
1743,18
1744,60
1745,22
1746,20
1747,47
1748,51
1749,83
1750,27
1751,13
1752,55
1753,86
1754,48
1755,11
1756,13
1757,72
1758,72
1759,52
1760,11
1761,34
1762,91
1763,22
1764,97
1765,97
1766,78
1767,42
1768,80
1769,76
1770,87
1771,91
1772,63
1773,20
1774,17
1775,41
1776,57
1777,79
1778,64
1779,45
1780,41
1781,94
1782,04
1783,03
1784,25
1785,02
1786,44
1787,90
1788,14
1789,55
1790,39
1791,56
1792,21
1793,25
1794,68
1795,42
1796,15
1797,33
1798,84
1799,83
1800,32
1801,34
1802,91
1803,57
1804,24
1805,11
1806,16
1807,82
1808,11
1809,18
1810,33
1811,51
1812,22
1813,28
1814,21
1815,08
1816,17
1817,41
1818,42
1819,04
1820,16
1821,84
1822,36
1823,96
1824,40
1825,21
1826,88
1827,82
1828,22
1829,19
1830,78
1831,46
1832,90
1833,02
1834,76
1835,21
1836,94
1837,40
1838,26
1839,35
1840,36
1841,00
1842,34
1843,72
1844,43
1845,68
1846,91
1847,13
1848,76
1849,25
1850,50
1851,63
1852,03
1853,54
1854,98
1855,60
1856,05
1857,60
1858,67
1859,68
1860,03
1861,97
1862,64
1863,94
1864,52
1865,02
1866,10
1867,16
1868,34
1869,10
1870,31
1871,56
1872,64
1873,81
1874,58
1875,18
1876,48
1877,10
1878,80
1879,73
1880,09
1881,41
1882,06
1883,50
1884,85
1885,83
1886,04
1887,74
1888,44
1889,12
1890,44
1891,81
1892,70
1893,26
1894,13
1895,85
1896,58
1897,65
1898,18
1899,02
1900,97
1901,29
1902,13
1903,39
1904,13
1905,26
1906,09
1907,24
1908,79
1909,89
1910,55
1911,96
1912,12
1913,87
1914,77
1915,76
1916,28
1917,60
1918,93
1919,45
1920,13
1921,12
1922,96
1923,67
1924,46
1925,96
1926,46
1927,18
1928,61
1929,97
1930,31
1931,91
1932,08
1933,40
1934,84
1935,08
1936,71
1937,25
1938,62
1939,73
1940,86
1941,88
1942,00
1943,83
1944,28
1945,46
1946,71
1947,14
1948,48
1949,75
1950,06
1951,81
1952,08
1953,39
1954,63
1955,13
1956,02
1957,44
1958,22
1959,26
1960,85
1961,13
1962,92
1963,22
1964,50
1965,62
1966,78
1967,72
1968,50
1969,68
1970,34
1971,98
1972,91
1973,76
1974,63
1975,04
1976,72
1977,60
1978,70
1979,42
1980,35
1981,11
1982,64
1983,58
1984,14
1985,76
1986,70
1987,65
1988,96
1989,37
1990,62
1991,56
1992,11
1993,05
1994,20
1995,73
1996,61
1997,79
1998,67
1999,18
2000,93
2001,34
2002,94
2003,79
2004,08
2005,79
2006,40
2007,10
2008,63
2009,48
2010,15
2011,11
2012,53
2013,90
2014,46
2015,08
2016,54
2017,83
2018,19
2019,51
2020,71
2021,36
2022,17
2023,63
2024,68
2025,01
2026,01
2027,87
2028,66
2029,07
2030,58
2031,71
2032,31
2033,95
2034,42
2035,71
2036,48
2037,66
2038,20
2039,85
2040,75
2041,39
2042,08
2043,00
2044,80
2045,92
2046,84
2047,10
2048,13
2049,12
2050,63
2051,73
2052,47
2053,79
2054,71
2055,23
2056,60
2057,09
2058,83
2059,72
2060,62
2061,99
2062,33
2063,37
2064,70
2065,32
2066,96
2067,85
2068,32
2069,55
2070,32
2071,20
2072,70
2073,15
2074,82
2075,22
2076,54
2077,67
2078,20
2079,20
2080,10
2081,25
2082,88
2083,90
2084,10
2085,99
2086,60
2087,15
2088,24
2089,29
2090,40
2091,49
2092,48
2093,87
2094,87
2095,04
2096,60
2097,36
2098,01
2099,82
2100,41
2101,47
2102,86
2103,35
2104,73
2105,13
2106,07
2107,50
2108,39
2109,76
2110,86
2111,56
2112,26
2113,73
2114,03
2115,17
2116,17
2117,07
2118,88
2119,12
2120,48
2121,98
2122,27
2123,83
2124,59
2125,21
2126,91
2127,15
2128,01
2129,48
2130,75
2131,07
2132,68
2133,93
2134,64
2135,20
2136,70
2137,89
2138,55
2139,71
2140,95
2141,54
2142,50
2143,52
2144,06
2145,26
2146,09
2147,99
2148,18
2149,25
2150,94
2151,17
2152,37
2153,16
2154,24
2155,89
2156,71
2157,66
2158,63
2159,80
2160,55
2161,15
2162,36
2163,96
2164,11
2165,91
2166,80
2167,87
2168,43
2169,44
2170,12
2171,88
2172,70
2173,10
2174,23
2175,06
2176,55
2177,21
2178,93
2179,23
2180,44
2181,97
2182,08
2183,42
2184,11
2185,74
2186,11
2187,77
2188,11
2189,23
2190,24
2191,52
2192,12
2193,60
2194,52
2195,62
2196,01
2197,62
2198,68
2199,19
2200,77
2201,18
2202,94
2203,71
2204,95
2205,47
2206,16
2207,79
2208,65
2209,60
2210,13
2211,33
2212,00
2213,58
2214,52
2215,92
2216,15
2217,55
2218,53
2219,33
2220,17
2221,67
2222,24
2223,01
2224,43
2225,73
2226,57
2227,67
2228,34
2229,66
2230,99
2231,34
2232,39
2233,20
2234,15
2235,53
2236,57
2237,00
2238,23
2239,36
2240,98
2241,19
2242,96
2243,70
2244,52
2245,10
2246,68
2247,08
2248,77
2249,54
2250,82
2251,51
2252,65
2253,39
2254,26
2255,64
2256,67
2257,16
2258,99
2259,77
2260,79
2261,04
2262,97
2263,81
2264,31
2265,05
2266,09
2267,00
2268,76
2269,49
2270,51
2271,51
2272,09
2273,63
2274,25
2275,19
2276,70
2277,09
2278,94
2279,84
2280,25
2281,97
2282,63
2283,61
2284,43
2285,50
2286,85
2287,33
2288,84
2289,46
2290,83
2291,35
2292,86
2293,60
2294,66
2295,56
2296,84
2297,64
2298,89
2299,72
2300,14
2301,36
2302,37
2303,01
2304,88
2305,24
2306,67
2307,72
2308,36
2309,67
2310,96
2311,70
2312,35
2313,26
2314,23
2315,03
2316,84
2317,87
2318,61
2319,58
2320,90
2321,58
2322,97
2323,95
2324,54
2325,74
2326,80
2327,22
2328,21
2329,43
2330,66
2331,46
2332,74
2333,17
2334,08
2335,76
2336,70
2337,80
2338,30
2339,36
2340,97
2341,96
2342,26
2343,23
2344,62
2345,98
2346,07
2347,30
2348,14
2349,34
2350,87
2351,17
2352,97
2353,79
2354,76
2355,57
2356,60
2357,26
2358,92
2359,57
2360,15
2361,72
2362,48
2363,36
2364,27
2365,30
2366,15
2367,52
2368,05
2369,69
2370,70
2371,61
2372,62
2373,36
2374,18
2375,16
2376,92
2377,54
2378,58
2379,21
2380,18
2381,89
2382,63
2383,21
2384,78
2385,63
2386,80
2387,20
2388,82
2389,96
2390,84
2391,85
2392,74
2393,39
2394,77
2395,61
2396,19
2397,86
2398,90
2399,13
2400,84
2401,31
2402,05
2403,91
2404,87
2405,82
2406,78
2407,92
2408,21
2409,69
2410,34
2411,56
2412,22
2413,21
2414,55
2415,14
2416,68
2417,43
2418,59
2419,08
2420,34
2421,87
2422,12
2423,12
2424,55
2425,74
2426,62
2427,08
2428,16
2429,51
2430,02
2431,41
2432,60
2433,54
2434,24
2435,84
2436,57
2437,73
2438,40
2439,10
2440,07
2441,30
2442,37
2443,46
2444,38
2445,05
2446,90
2447,74
2448,62
2449,17
2450,61
2451,14
2452,33
2453,39
2454,56
2455,42
2456,30
2457,98
2458,27
2459,42
2460,44
2461,31
2462,67
2463,03
2464,70
2465,10
2466,09
2467,17
2468,69
2469,47
2470,45
2471,42
2472,41
2473,11
2474,83
2475,64
2476,41
2477,35
2478,95
2479,21
2480,65
2481,65
2482,80
2483,10
2484,99
2485,93
2486,27
2487,46
2488,52
2489,83
2490,56
2491,00
2492,27
2493,14
2494,51
2495,51
2496,92
2497,86
2498,55
2499,29
2500,58
2501,16
2502,82
2503,28
2504,17
2505,91
2506,17
2507,21
2508,55
2509,72
2510,53
2511,42
2512,27
2513,30
2514,23
2515,12
2516,33
2517,18
2518,80
2519,64
2520,96
2521,60
2522,38
2523,24
2524,97
2525,27
2526,85
2527,09
2528,53
2529,11
2530,10
2531,23
2532,88
2533,44
2534,17
2535,53
2536,19
2537,95
2538,89
2539,50
2540,65
2541,40
2542,33
2543,98
2544,61
2545,85
2546,40
2547,68
2548,01
2549,16
2550,34
2551,62
2552,27
2553,41
2554,17
2555,09
2556,38
2557,19
2558,57
2559,24
2560,29
2561,91
2562,90
2563,81
2564,69
2565,97
2566,88
2567,29
2568,44
2569,44
2570,07
2571,22
2572,73
2573,59
2574,43
2575,76
2576,11
2577,44
2578,31
2579,53
2580,97
2581,86
2582,31
2583,88
2584,15
2585,62
2586,61
2587,85
2588,30
2589,77
2590,41
2591,31
